City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
261,Vanimo,PG,2021-10-16 13:38:28,-2.6741,141.3028,79.5,88,100,4.05,overcast clouds
262,Lazaro Cardenas,MX,2021-10-16 13:38:29,17.9583,-102.2,79.86,86,92,3.71,overcast clouds
263,Buraydah,SA,2021-10-16 13:38:29,26.326,43.975,100.85,10,0,3.22,clear sky
264,Heilbron,ZA,2021-10-16 13:38:30,-27.2812,27.9709,83.34,11,82,22.32,broken clouds
265,Ilheus,BR,2021-10-16 13:38:30,-14.7889,-39.0494,84.02,79,40,11.5,scattered clouds
266,Vestmannaeyjar,IS,2021-10-16 13:38:31,63.4427,-20.2734,41.99,87,75,23.02,broken clouds
267,Karratha,AU,2021-10-16 13:38:31,-20.7377,116.8463,75.31,62,0,15.55,clear sky
268,Ziniare,BF,2021-10-16 13:38:32,12.5822,-1.2983,98.64,17,8,5.77,clear sky
269,Laguna,US,2021-10-16 13:38:32,38.421,-121.4238,64.2,73,1,0.0,clear sky
270,Laramie,US,2021-10-16 13:38:33,41.3114,-105.5911,40.86,65,1,12.66,clear sky
271,Muros,ES,2021-10-16 13:38:33,42.7762,-9.0603,62.98,92,100,8.3,overcast clouds
272,Asuncion,PY,2021-10-16 13:38:34,-25.3007,-57.6359,63.9,77,90,9.22,overcast clouds
273,Henties Bay,NA,2021-10-16 13:38:34,-22.116,14.2845,66.85,68,0,18.79,clear sky
274,Acapulco,MX,2021-10-16 13:38:35,16.8634,-99.8901,78.62,94,90,0.0,overcast clouds
275,La Peca,PE,2021-10-16 13:38:35,-5.6111,-78.435,71.02,83,100,2.73,light rain
276,Kavieng,PG,2021-10-16 13:38:35,-2.5744,150.7967,83.48,71,74,13.71,broken clouds
277,Atar,MR,2021-10-16 13:38:36,20.5169,-13.0499,102.56,10,100,13.27,overcast clouds
278,Pitmoaga,BF,2021-10-16 13:38:36,12.2397,-1.8767,98.22,17,11,8.25,few clouds
279,Acarau,BR,2021-10-16 13:34:53,-2.8856,-40.12,90.32,52,100,17.27,overcast clouds
280,Galesong,ID,2021-10-16 13:38:37,-5.3166,119.3661,77.02,79,67,5.39,broken clouds
281,Charlottetown,CA,2021-10-16 13:37:40,46.2352,-63.1267,57.42,93,75,2.3,broken clouds
282,Adrar,MR,2021-10-16 13:38:38,20.5022,-10.0711,98.96,10,98,10.2,overcast clouds
283,Erenhot,CN,2021-10-16 13:38:38,43.6475,111.9767,32.02,23,0,9.93,clear sky
284,Hasaki,JP,2021-10-16 13:38:38,35.7333,140.8333,72.28,86,64,25.34,broken clouds
285,Nome,US,2021-10-16 13:38:39,64.5011,-165.4064,28.47,70,90,6.91,overcast clouds
286,Tual,ID,2021-10-16 13:38:39,-5.6667,132.75,83.41,78,54,7.9,broken clouds
287,Sedro-Woolley,US,2021-10-16 13:34:37,48.5039,-122.2361,57.78,87,100,1.01,overcast clouds
288,Terrace,CA,2021-10-16 13:38:40,54.5163,-128.6035,39.11,100,90,8.05,mist
289,Banjar,ID,2021-10-16 13:38:40,-8.19,114.9675,82.26,90,65,4.56,broken clouds
290,Hambantota,LK,2021-10-16 13:38:41,6.1241,81.1185,84.54,79,40,12.66,scattered clouds
291,Wanning,CN,2021-10-16 13:38:41,18.8003,110.3967,76.48,89,100,20.27,overcast clouds
292,Limon,CR,2021-10-16 13:38:42,10.0,-83.0333,75.09,94,75,4.61,broken clouds
293,Bengkulu,ID,2021-10-16 13:38:42,-3.8004,102.2655,79.16,84,100,4.65,heavy intensity rain
294,Tadine,NC,2021-10-16 13:38:42,-21.55,167.8833,73.56,90,100,8.88,overcast clouds
295,Okato,NZ,2021-10-16 13:38:43,-39.2,173.8833,48.69,80,100,15.73,light rain
296,Kabansk,RU,2021-10-16 13:38:43,52.0486,106.6528,28.89,42,100,4.72,light snow
297,Luba,GQ,2021-10-16 13:38:44,3.4568,8.5547,80.35,80,40,6.06,light rain
298,Aksu,CN,2021-10-16 13:38:44,41.1231,80.2644,54.72,21,14,1.52,few clouds
299,Burnie,AU,2021-10-16 13:38:45,-41.0667,145.9167,48.92,79,82,10.25,broken clouds
300,Narsaq,GL,2021-10-16 13:34:36,60.9167,-46.05,30.42,46,0,2.48,clear sky
301,Bambanglipuro,ID,2021-10-16 13:38:45,-7.95,110.2833,62.6,82,32,5.21,scattered clouds
302,Teahupoo,PF,2021-10-16 13:38:46,-17.8333,-149.2667,69.76,71,52,20.94,broken clouds
303,Lubango,AO,2021-10-16 13:38:46,-14.9172,13.4925,87.66,3,20,2.3,few clouds
304,Olafsvik,IS,2021-10-16 13:38:47,64.8945,-23.7142,38.19,70,100,19.42,overcast clouds
305,Vereeniging,ZA,2021-10-16 13:35:56,-26.6731,27.9261,87.53,9,99,21.36,overcast clouds
306,Skole,UA,2021-10-16 13:38:47,49.0372,23.5135,48.29,58,74,5.1,broken clouds
307,Mar Del Plata,AR,2021-10-16 13:35:15,-38.0023,-57.5575,59.13,52,0,23.02,clear sky
308,Santander,ES,2021-10-16 13:38:48,43.4647,-3.8044,69.31,71,0,4.0,clear sky
309,Kursk,RU,2021-10-16 13:38:48,51.7303,36.1939,50.2,57,0,8.95,light rain
310,Bairiki,KI,2021-10-16 13:38:48,1.3292,172.9752,80.6,74,20,9.22,few clouds
311,Kaitangata,NZ,2021-10-16 13:38:49,-46.2817,169.8464,48.49,92,100,10.6,overcast clouds
312,Saint George,US,2021-10-16 13:38:49,37.1041,-113.5841,59.47,65,1,0.0,clear sky
313,Alenquer,BR,2021-10-16 13:38:49,-1.9417,-54.7383,88.14,40,99,5.3,overcast clouds
314,Iranshahr,IR,2021-10-16 13:38:50,27.2025,60.6848,91.74,6,0,13.8,clear sky
315,Havre-Saint-Pierre,CA,2021-10-16 13:38:50,50.2334,-63.5986,48.2,81,1,12.66,clear sky
316,Jaque,PA,2021-10-16 13:38:51,7.5175,-78.1703,79.21,86,100,6.4,light rain
317,Airai,TL,2021-10-16 13:38:51,-8.9266,125.4092,64.38,90,74,0.49,broken clouds
318,Mount Darwin,ZW,2021-10-16 13:34:21,-16.7725,31.5838,91.87,21,71,6.82,broken clouds
319,Ihosy,MG,2021-10-16 13:38:52,-22.4,46.1167,84.83,31,2,14.76,clear sky
320,Prieska,ZA,2021-10-16 13:34:19,-29.6641,22.7474,69.31,10,3,18.99,clear sky
321,Mezen,RU,2021-10-16 13:38:52,65.8522,44.24,37.44,97,100,10.2,overcast clouds
322,General Pico,AR,2021-10-16 13:38:53,-35.6566,-63.7568,66.72,27,0,14.0,clear sky
323,Mackenzie,CA,2021-10-16 13:38:53,55.2999,-123.1698,35.82,93,90,3.44,mist
324,Popondetta,PG,2021-10-16 13:38:53,-8.7537,148.2534,74.37,96,95,2.28,light rain
325,Sheregesh,RU,2021-10-16 13:38:54,52.9209,87.9869,33.46,72,61,2.01,broken clouds
326,Cap Malheureux,MU,2021-10-16 13:38:54,-19.9842,57.6142,77.49,73,38,11.99,scattered clouds
327,Mahebourg,MU,2021-10-16 13:29:19,-20.4081,57.7,77.29,65,75,16.11,broken clouds
328,Crixas,BR,2021-10-16 13:38:55,-14.5489,-49.9692,94.66,32,100,7.38,overcast clouds
329,Megion,RU,2021-10-16 13:38:55,61.0296,76.1136,41.02,77,81,13.89,broken clouds
330,Cape Coast,GH,2021-10-16 13:38:56,5.1053,-1.2466,83.14,74,48,11.48,scattered clouds
331,Vardo,NO,2021-10-16 13:38:56,70.3705,31.1107,41.2,92,100,18.23,light rain
332,Kralendijk,BQ,2021-10-16 13:38:56,12.15,-68.2667,85.98,79,90,12.66,overcast clouds
333,Greenville,US,2021-10-16 13:38:19,35.6127,-77.3663,72.99,80,1,8.05,clear sky
334,Green River,US,2021-10-16 13:38:57,41.5286,-109.4662,30.6,53,0,2.64,clear sky
335,Dingle,PH,2021-10-16 13:38:58,10.9995,122.6711,77.22,90,88,3.18,overcast clouds
336,Nueve De Julio,AR,2021-10-16 13:38:58,-35.4444,-60.8831,61.72,40,0,13.47,clear sky
337,Kristiinankaupunki,FI,2021-10-16 13:38:58,62.2743,21.376,45.21,72,19,21.97,few clouds
338,Den Helder,NL,2021-10-16 13:34:37,52.9599,4.7593,60.03,54,90,11.99,overcast clouds
339,Provideniya,RU,2021-10-16 13:38:59,64.3833,-173.3,22.51,91,74,10.45,broken clouds
340,Banda Aceh,ID,2021-10-16 13:39:00,5.5577,95.3222,81.79,80,100,7.52,overcast clouds
341,Najran,SA,2021-10-16 13:39:00,17.4924,44.1277,88.45,12,6,16.08,clear sky
342,Umm Lajj,SA,2021-10-16 13:39:00,25.0213,37.2685,86.32,65,0,6.42,clear sky
343,Atasu,KZ,2021-10-16 13:39:01,48.6814,71.6433,44.4,48,0,8.16,clear sky
344,Hervey Bay,AU,2021-10-16 13:39:02,-25.2986,152.8535,70.02,72,0,5.59,clear sky
345,Ouesso,CG,2021-10-16 13:39:03,1.6136,16.0517,86.83,55,99,3.04,overcast clouds
346,Okrika,NG,2021-10-16 13:39:04,4.7416,7.0849,87.85,61,61,8.25,light rain
347,Ancud,CL,2021-10-16 13:39:04,-41.8697,-73.8203,53.42,79,100,10.02,overcast clouds
348,Aneho,TG,2021-10-16 13:39:05,6.2333,1.6,86.2,72,95,13.8,overcast clouds
349,Soe,ID,2021-10-16 13:39:05,-9.8607,124.284,69.22,86,50,2.95,scattered clouds
350,Lucea,JM,2021-10-16 13:39:05,18.451,-78.1736,84.06,68,34,1.86,scattered clouds
351,Quang Ngai,VN,2021-10-16 13:39:06,15.1167,108.8,77.34,96,100,9.22,overcast clouds
352,Wundanyi,KE,2021-10-16 13:39:06,-3.4019,38.364,75.99,42,65,11.16,broken clouds
353,Saint-Denis,FR,2021-10-16 13:39:06,48.9167,2.3333,66.52,54,0,3.0,clear sky
354,Kaduqli,SD,2021-10-16 13:39:07,11.0167,29.7167,94.78,29,80,4.03,broken clouds
355,Walvis Bay,NA,2021-10-16 13:39:08,-22.9575,14.5053,67.08,55,0,29.19,clear sky
356,Flinders,AU,2021-10-16 13:39:08,-34.5833,150.8552,58.28,79,1,6.51,clear sky
357,Revda,RU,2021-10-16 13:39:09,56.801,59.9303,45.41,74,92,8.32,overcast clouds
358,Otradnoye,RU,2021-10-16 13:39:09,59.7775,30.8181,48.04,62,55,12.39,broken clouds
359,Bela Vista,BR,2021-10-16 13:39:09,-22.1089,-56.5211,65.73,93,100,6.29,overcast clouds
360,Isla Mujeres,MX,2021-10-16 13:39:10,21.2311,-86.731,77.16,69,10,6.44,clear sky
361,Campo De Criptana,ES,2021-10-16 13:39:10,39.4046,-3.1249,72.61,27,99,5.5,overcast clouds
362,Springbok,ZA,2021-10-16 13:39:10,-29.6643,17.8865,59.31,26,0,19.91,clear sky
363,Ban Nahin,LA,2021-10-16 13:36:59,18.2418,104.2122,72.48,79,100,4.7,overcast clouds
364,Samarai,PG,2021-10-16 13:39:11,-10.6167,150.6667,80.74,84,85,7.7,overcast clouds
365,Pleasanton,US,2021-10-16 13:39:12,37.6624,-121.8747,64.51,50,1,0.0,clear sky
366,Victoria,HK,2021-10-16 13:34:59,22.2855,114.1577,77.05,83,5,7.0,light rain
367,San Rafael Del Sur,NI,2021-10-16 13:39:12,11.8485,-86.4384,76.17,77,54,1.57,broken clouds
368,Diffa,NE,2021-10-16 13:39:12,13.3154,12.6113,91.53,40,100,9.57,overcast clouds
369,Zabid,YE,2021-10-16 13:39:13,14.1951,43.3152,91.83,49,59,12.01,broken clouds
370,Matara,LK,2021-10-16 13:39:13,5.9485,80.5353,79.41,86,88,14.43,overcast clouds
371,Kloulklubed,PW,2021-10-16 13:39:14,7.0419,134.2556,79.3,73,100,6.22,overcast clouds
372,Bilibino,RU,2021-10-16 13:39:14,68.0546,166.4372,-8.39,98,28,6.08,scattered clouds
373,Riberalta,BO,2021-10-16 13:39:15,-10.9833,-66.1,73.6,94,75,11.5,thunderstorm with light rain
374,Kabelvag,NO,2021-10-16 13:39:15,68.2114,14.4817,42.53,77,100,9.17,overcast clouds
375,Lafia,NG,2021-10-16 13:39:16,8.4833,8.5167,92.03,45,43,6.55,scattered clouds
376,Rehoboth,NA,2021-10-16 13:39:16,-23.3167,17.0833,81.19,10,0,5.37,clear sky
377,Aleksandrovsk,RU,2021-10-16 13:39:16,59.158,57.5624,42.8,89,100,8.77,overcast clouds
378,Peniche,PT,2021-10-16 13:39:17,39.3558,-9.3811,76.75,81,100,3.29,overcast clouds
379,Broken Hill,AU,2021-10-16 13:39:17,-31.95,141.4333,55.11,58,53,4.61,broken clouds
380,Kawalu,ID,2021-10-16 13:39:18,-7.3817,108.2082,73.98,92,100,2.39,overcast clouds
381,Garden City,US,2021-10-16 13:39:18,42.3256,-83.331,53.11,92,75,1.99,broken clouds
382,Rio Gallegos,AR,2021-10-16 13:39:19,-51.6226,-69.2181,42.85,42,20,36.82,few clouds
383,Lichinga,MZ,2021-10-16 13:39:19,-13.3128,35.2406,82.49,39,75,6.91,broken clouds
384,Boone,US,2021-10-16 13:39:20,39.0334,-92.3335,47.77,80,0,1.01,clear sky
385,Moron,AR,2021-10-16 13:39:20,-34.6534,-58.6198,64.02,34,0,5.99,clear sky
386,Umm Kaddadah,SD,2021-10-16 13:39:20,13.6017,26.6876,98.44,14,22,14.81,few clouds
387,Mvuma,ZW,2021-10-16 13:34:21,-19.2792,30.5283,92.79,11,5,6.91,clear sky
388,Maarianhamina,AX,2021-10-16 13:39:21,60.0973,19.9348,48.06,57,0,10.36,clear sky
389,Trincomalee,LK,2021-10-16 13:39:21,8.5711,81.2335,83.95,65,57,21.63,broken clouds
390,Soyo,AO,2021-10-16 13:39:22,-6.1349,12.3689,82.45,73,76,9.78,broken clouds
391,Perth,AU,2021-10-16 13:37:29,-31.9333,115.8333,64.09,80,75,6.91,broken clouds
392,Sao Jose Da Coroa Grande,BR,2021-10-16 13:39:22,-8.8978,-35.1478,82.6,69,56,12.84,broken clouds
393,Faanui,PF,2021-10-16 13:31:48,-16.4833,-151.75,79.66,77,16,20.33,few clouds
394,Lasa,IT,2021-10-16 13:39:23,46.6166,10.7002,63.48,51,17,1.63,few clouds
395,Vagay,RU,2021-10-16 13:39:23,57.9375,69.0217,48.06,66,100,5.99,overcast clouds
396,Hetauda,NP,2021-10-16 13:39:24,27.4284,85.0322,85.35,83,26,3.94,scattered clouds
397,Kaeo,NZ,2021-10-16 13:39:24,-35.1,173.7833,59.32,88,100,13.02,overcast clouds
398,Lata,PT,2021-10-16 13:39:24,40.1629,-8.3327,71.04,50,100,2.73,overcast clouds
399,Hokitika,NZ,2021-10-16 13:39:25,-42.7167,170.9667,48.09,84,100,7.78,overcast clouds
400,Mahendranagar,NP,2021-10-16 13:39:25,28.9167,80.3333,78.31,61,0,4.74,clear sky
401,Entebbe,UG,2021-10-16 13:39:26,0.0644,32.4469,79.12,69,20,17.27,few clouds
402,Gornozavodsk,RU,2021-10-16 13:39:26,58.3758,58.3211,41.4,86,100,9.31,overcast clouds
403,Albignasego,IT,2021-10-16 13:39:27,45.3475,11.8672,70.05,41,53,8.99,broken clouds
404,Rosario Do Sul,BR,2021-10-16 13:39:27,-30.2583,-54.9142,62.53,69,0,9.82,clear sky
405,Illela,NG,2021-10-16 13:39:28,13.7292,5.2975,101.61,10,14,8.99,few clouds
406,Kunda,IN,2021-10-16 13:39:28,25.7167,81.5167,84.31,60,87,6.15,overcast clouds
407,Puerto Colombia,CO,2021-10-16 13:37:42,10.9878,-74.9547,84.29,75,100,6.67,overcast clouds
408,Paita,PE,2021-10-16 13:39:29,-5.0892,-81.1144,66.76,76,98,10.11,overcast clouds
409,Padang,ID,2021-10-16 13:39:29,-0.9492,100.3543,80.65,84,100,2.95,light rain
410,Whitehorse,CA,2021-10-16 13:39:30,60.7161,-135.0538,23.77,73,20,3.0,few clouds
411,Teya,RU,2021-10-16 13:39:30,60.3778,92.6267,35.74,99,100,2.64,overcast clouds
412,Puerto Madryn,AR,2021-10-16 13:39:31,-42.7692,-65.0385,62.29,31,5,18.52,clear sky
413,Barry,GB,2021-10-16 13:39:31,51.4067,-3.2694,65.48,79,89,8.05,overcast clouds
414,Phan Thiet,VN,2021-10-16 13:39:32,10.9333,108.1,77.85,86,99,6.53,light rain
415,Marawi,PH,2021-10-16 13:39:32,7.9986,124.2928,70.65,95,100,1.12,overcast clouds
416,Darhan,MN,2021-10-16 13:39:32,49.4867,105.9228,30.29,52,11,6.4,few clouds
417,Mokhsogollokh,RU,2021-10-16 13:39:33,61.4681,128.9203,10.6,97,38,1.95,scattered clouds
418,Khandyga,RU,2021-10-16 13:39:33,62.6667,135.6,5.7,97,53,2.21,broken clouds
419,Unguia,CO,2021-10-16 13:39:33,8.0434,-77.0945,78.08,94,100,5.23,overcast clouds
420,Guymon,US,2021-10-16 13:39:34,36.6828,-101.4816,44.55,86,1,4.61,clear sky
421,Lagoa,PT,2021-10-16 13:39:34,39.05,-27.9833,69.69,86,100,22.53,overcast clouds
422,Jalu,LY,2021-10-16 13:39:35,29.0331,21.5482,82.65,27,0,12.12,clear sky
423,Barcelona,ES,2021-10-16 13:35:11,41.3888,2.159,75.45,71,40,1.01,scattered clouds
424,Soledad,CO,2021-10-16 13:39:35,10.9184,-74.7646,84.33,84,40,2.3,scattered clouds
425,Butterworth,MY,2021-10-16 13:39:36,5.3991,100.3638,84.24,86,40,5.01,scattered clouds
426,Caravelas,BR,2021-10-16 13:39:36,-17.7125,-39.2481,82.08,69,100,11.97,overcast clouds
427,Mayumba,GA,2021-10-16 13:39:37,-3.432,10.6554,79.41,78,98,10.96,overcast clouds
428,Shingu,JP,2021-10-16 13:39:37,33.7333,135.9833,70.23,90,26,5.48,scattered clouds
429,Necochea,AR,2021-10-16 13:31:47,-38.5473,-58.7368,59.77,51,0,17.45,clear sky
430,Murovane,UA,2021-10-16 13:39:38,49.5214,22.9367,49.59,63,14,7.18,few clouds
431,Dubbo,AU,2021-10-16 13:39:38,-32.25,148.6167,48.33,87,75,4.61,broken clouds
432,Mogzon,RU,2021-10-16 13:39:38,51.7435,111.9606,29.8,56,100,13.8,overcast clouds
433,Joensuu,FI,2021-10-16 13:39:39,62.6012,29.7632,43.29,68,75,5.99,broken clouds
434,Maceio,BR,2021-10-16 13:34:39,-9.6658,-35.7353,83.64,78,75,3.44,broken clouds
435,Asgabat,TM,2021-10-16 13:39:39,37.95,58.3833,73.26,15,0,4.61,clear sky
436,Kumbo,CM,2021-10-16 13:39:40,6.2,10.6667,68.34,80,96,1.81,moderate rain
437,Labuhan,ID,2021-10-16 13:39:40,-6.8844,112.2051,84.09,73,61,7.74,broken clouds
438,Sucila,MX,2021-10-16 13:39:41,21.15,-88.3167,82.87,69,8,4.81,clear sky
439,Bronnoysund,NO,2021-10-16 13:39:41,65.4625,12.1997,42.8,70,40,11.5,scattered clouds
440,Vermilion,US,2021-10-16 13:39:42,40.1667,-87.7506,48.61,79,1,6.91,clear sky
441,Tynda,RU,2021-10-16 13:39:42,55.1667,124.7167,14.25,70,26,0.74,scattered clouds
442,Sargodha,PK,2021-10-16 13:39:43,32.0836,72.6711,84.29,20,0,4.76,clear sky
443,Cairns,AU,2021-10-16 13:31:48,-16.9167,145.7667,75.07,82,10,0.0,clear sky
444,Santa Helena De Goias,BR,2021-10-16 13:39:43,-17.8136,-50.5969,76.62,70,100,7.29,overcast clouds
445,Coquimbo,CL,2021-10-16 13:39:44,-29.9533,-71.3436,56.93,76,20,4.61,few clouds
446,Salalah,OM,2021-10-16 13:39:44,17.0151,54.0924,82.49,78,0,8.05,clear sky
447,Portoferraio,IT,2021-10-16 13:39:44,42.8115,10.3146,72.99,42,0,8.05,clear sky
448,Cepu,ID,2021-10-16 13:39:45,-7.1475,111.5906,83.48,65,99,2.51,overcast clouds
449,Teruel,ES,2021-10-16 13:39:45,40.6667,-0.6667,62.08,31,83,7.34,broken clouds
450,Lisakovsk,KZ,2021-10-16 13:39:46,52.5369,62.4936,48.33,76,86,7.38,overcast clouds
451,Eresos,GR,2021-10-16 13:39:46,39.1667,25.9333,69.31,68,19,8.03,few clouds
452,Dunedin,NZ,2021-10-16 13:39:47,-45.8742,170.5036,52.81,83,100,11.99,light rain
453,Bemidji,US,2021-10-16 13:39:47,47.4736,-94.8803,37.06,96,1,6.91,clear sky
454,Yamada,JP,2021-10-16 13:39:48,39.4667,141.95,56.57,95,100,3.76,light rain
455,Cidreira,BR,2021-10-16 13:39:48,-30.1811,-50.2056,63.07,89,100,12.35,overcast clouds
456,Kirakira,SB,2021-10-16 13:39:49,-10.4544,161.9205,78.93,82,100,1.05,overcast clouds
457,Olinda,BR,2021-10-16 13:39:49,-8.0089,-34.8553,83.93,65,75,8.05,broken clouds
458,Morondava,MG,2021-10-16 13:39:49,-20.2833,44.2833,81.07,67,4,12.64,clear sky
459,Gweru,ZW,2021-10-16 13:39:50,-19.45,29.8167,93.88,10,2,1.01,clear sky
460,Nemuro,JP,2021-10-16 13:39:50,43.3236,145.575,52.77,87,100,29.51,light rain
461,Lakatoro,VU,2021-10-16 13:39:51,-16.0999,167.4164,79.09,83,100,4.88,overcast clouds
462,Shache,CN,2021-10-16 13:39:51,38.4167,77.2406,56.08,12,0,4.03,clear sky
463,San Felipe,VE,2021-10-16 13:39:52,10.3399,-68.7425,85.6,69,33,1.39,scattered clouds
464,Boende,CD,2021-10-16 13:39:52,-0.2167,20.8667,87.3,51,90,3.87,overcast clouds
465,Bhairab Bazar,BD,2021-10-16 13:39:52,24.0667,90.9667,87.91,76,100,1.52,overcast clouds
466,Tazovskiy,RU,2021-10-16 13:39:53,67.4667,78.7,35.87,94,100,12.73,overcast clouds
467,Jackson,US,2021-10-16 13:39:53,42.4165,-122.8345,60.04,83,1,0.0,clear sky
468,Chapais,CA,2021-10-16 13:39:54,49.7834,-74.8492,55.18,98,100,7.09,overcast clouds
469,Rawson,AR,2021-10-16 13:39:54,-43.3002,-65.1023,60.85,34,13,18.61,few clouds
470,Zaporizhzhya,UA,2021-10-16 13:37:25,47.8167,35.1833,65.07,48,0,4.47,clear sky
471,Krasnovishersk,RU,2021-10-16 13:39:54,60.4078,57.082,42.37,89,100,8.21,overcast clouds
472,Abay,KZ,2021-10-16 13:39:55,49.6311,72.8539,41.38,51,0,7.07,clear sky
473,Novyy Urgal,RU,2021-10-16 13:39:55,51.0736,132.5642,24.93,94,100,6.44,light snow
474,Bonito,BR,2021-10-16 13:39:54,-21.1211,-56.4819,68.41,83,100,6.85,overcast clouds
475,The Pas,CA,2021-10-16 13:39:56,53.8251,-101.2541,35.62,80,1,9.22,clear sky
476,Vestmanna,FO,2021-10-16 13:39:57,62.1564,-7.1664,43.72,70,90,2.3,overcast clouds
477,Husavik,IS,2021-10-16 13:39:57,66.0449,-17.3389,35.51,72,95,4.34,overcast clouds
478,Raudeberg,NO,2021-10-16 13:39:58,61.9875,5.1352,43.47,90,100,1.01,light rain
479,Kieta,PG,2021-10-16 13:39:58,-6.2167,155.6333,80.33,84,78,4.88,light rain
480,Salinopolis,BR,2021-10-16 13:35:58,-0.6136,-47.3561,85.82,67,72,11.99,broken clouds
481,Eureka,US,2021-10-16 13:39:59,40.8021,-124.1637,45.79,64,73,3.44,broken clouds
482,Puerto Madero,MX,2021-10-16 13:39:59,14.7208,-92.4215,77.2,100,75,0.0,broken clouds
483,Alice Springs,AU,2021-10-16 13:39:59,-23.7,133.8833,72.95,20,5,11.5,clear sky
484,Gisborne,NZ,2021-10-16 13:40:00,-38.6533,178.0042,51.94,82,82,10.69,broken clouds
485,Kropotkin,RU,2021-10-16 13:40:00,45.4375,40.5756,66.74,50,100,6.13,light rain
486,Sijunjung,ID,2021-10-16 13:40:01,-0.6876,100.9537,76.5,90,98,1.74,overcast clouds
487,Jidong,CN,2021-10-16 13:40:01,45.2167,131.0833,26.74,44,6,16.6,clear sky
488,Boa Vista,BR,2021-10-16 13:40:02,2.8197,-60.6733,87.78,51,0,12.66,clear sky
489,Staryy Nadym,RU,2021-10-16 13:40:03,65.6118,72.6842,40.95,92,100,16.22,light rain
490,Irinjalakuda,IN,2021-10-16 13:40:04,10.3333,76.2333,77.83,97,100,4.38,moderate rain
491,Saint-Medard-En-Jalles,FR,2021-10-16 13:40:05,44.8969,-0.7214,70.3,52,0,3.44,clear sky
492,Boralday,KZ,2021-10-16 13:40:05,43.3578,76.8594,51.66,58,75,4.47,smoke
493,Maridi,SS,2021-10-16 13:40:06,4.9158,29.4742,81.54,69,96,1.61,light rain
494,Pemangkat,ID,2021-10-16 13:40:07,1.1667,108.9667,81.01,83,100,3.67,moderate rain
495,Saint-Pierre,RE,2021-10-16 13:40:08,-21.3393,55.4781,80.28,54,20,3.44,few clouds
496,Moose Factory,CA,2021-10-16 13:40:08,51.2585,-80.6094,48.2,87,40,4.61,scattered clouds
497,Berlevag,NO,2021-10-16 13:40:09,70.8578,29.0864,39.38,96,100,25.93,light rain
498,Asyut,EG,2021-10-16 13:40:09,27.181,31.1837,98.78,13,17,17.43,few clouds
499,Lompoc,US,2021-10-16 13:39:16,34.6391,-120.4579,66.42,40,1,10.36,clear sky
500,Castle Douglas,GB,2021-10-16 13:40:10,54.9409,-3.9278,55.33,93,100,1.95,overcast clouds
501,Sault Sainte Marie,CA,2021-10-16 13:40:10,46.5168,-84.3333,50.29,93,90,3.44,mist
502,Nizwa,OM,2021-10-16 13:40:11,22.9333,57.5333,88.36,9,0,8.9,clear sky
503,Kargasok,RU,2021-10-16 13:40:12,59.0556,80.8572,40.8,91,55,7.23,broken clouds
504,Alofi,NU,2021-10-16 13:40:12,-19.0595,-169.9187,77.36,70,2,10.22,clear sky
505,Dehloran,IR,2021-10-16 13:40:13,32.6941,47.2679,98.02,13,42,17.09,scattered clouds
506,Kingston,JM,2021-10-16 13:36:26,17.997,-76.7936,85.15,68,20,1.01,few clouds
507,Gambela,ET,2021-10-16 13:40:14,8.25,34.5833,86.2,65,85,3.74,overcast clouds
508,Saint-Augustin,CA,2021-10-16 13:40:14,51.226,-58.6502,46.0,70,27,17.25,scattered clouds
509,Bundaberg,AU,2021-10-16 13:40:15,-24.85,152.35,64.22,86,0,1.01,clear sky
510,Srandakan,ID,2021-10-16 13:40:15,-7.9386,110.2506,62.73,81,33,5.21,scattered clouds
511,Kaffrine,SN,2021-10-16 13:40:15,14.1059,-15.5508,95.29,41,48,6.89,scattered clouds
512,Jatai,BR,2021-10-16 13:35:46,-17.8814,-51.7144,84.25,48,96,6.85,overcast clouds
513,Ayagoz,KZ,2021-10-16 13:40:16,47.9714,80.4392,45.23,41,0,5.95,clear sky
514,Marienburg,PL,2021-10-16 13:40:16,54.0359,19.0266,53.85,69,92,13.65,overcast clouds
515,Madimba,TZ,2021-10-16 13:40:17,-10.4,40.3333,80.28,69,13,11.81,few clouds
516,Vila Franca Do Campo,PT,2021-10-16 13:33:30,37.7167,-25.4333,72.01,79,96,10.07,overcast clouds
517,Kaseda,JP,2021-10-16 13:40:17,31.4167,130.3167,70.84,84,75,23.96,broken clouds
518,Seoul,KR,2021-10-16 13:38:13,37.5683,126.9778,44.04,41,0,13.8,clear sky
519,Quatre Cocos,MU,2021-10-16 13:40:18,-20.2078,57.7625,77.11,72,12,16.31,few clouds
520,Atyrau,KZ,2021-10-16 13:36:45,47.1167,51.8833,66.22,19,0,11.18,clear sky
521,Shimoda,JP,2021-10-16 13:40:19,34.6667,138.95,71.71,89,13,14.56,few clouds
522,Finnsnes,NO,2021-10-16 13:40:19,69.2296,17.9811,38.75,75,100,2.89,light rain
523,Wilmington,US,2021-10-16 13:40:20,34.2257,-77.9447,78.98,80,1,6.91,clear sky
524,Nadym,RU,2021-10-16 13:40:20,65.5333,72.5167,41.14,92,100,16.51,light rain
